N-gram turi;N-gram;Chastota
Bigram;bormadi yana;1
Bigram;yana kulishga;1
Bigram;kulishga boshlab;1
Bigram;boshlab qolingni;1
Bigram;qolingni uzat;1
Bigram;uzat bir;1
Bigram;bir taqib;1
Bigram;taqib koraylik;1
Bigram;koraylik dedi;1
Bigram;dedi eski;1
Bigram;eski uzugingga;1
Bigram;uzugingga olchatib;1
Bigram;olchatib qildirdim;1
Bigram;qildirdim xudo;1
Bigram;xohlasa loyiq;1
Bigram;loyiq kelar;1
Bigram;kelar xolam;1
Bigram;xolam zorlik;1
Bigram;bilan tortib;1
Bigram;tortib oladiganday;1
Bigram;oladiganday qolimni;1
Bigram;qolimni orqamga;1
Bigram;orqamga bekitib;1
Bigram;bekitib hozir;1
Bigram;hozir emas;1
Bigram;emas xola;1
Bigram;dedim keyin;1
Bigram;keyin bolalik;1
Bigram;qilma farida;1
Bigram;farida ojarlik;1
Bigram;boshimni solintirib;1
Bigram;solintirib oyoqlarimning;1
Bigram;oyoqlarimning uchini;1
Bigram;uchini tomosha;1
Bigram;tomosha qila;1
Bigram;boshladim bir;1
Bigram;necha kundan;1
Bigram;song qarindoshlarimizni;1
Bigram;qarindoshlarimizni chaqirib;1
Bigram;chaqirib kichkina;1
Bigram;kichkina ziyofat;1
Bigram;ziyofat beramiz;1
Bigram;beramiz unashganimiz;1
Bigram;unashganimiz nishonasini;1
Bigram;nishonasini taqamiz;1
Bigram;taqamiz yuragim;1
Bigram;yuragim tipirlay;1
Bigram;tipirlay boshladi;1
Bigram;boshladi xohlamayman;1
Bigram;xohlamayman dedim;1
Bigram;dedim mabodo;1
Bigram;mabodo shuni;1
Bigram;shuni mutlaqo;1
Bigram;mutlaqo otkazish;1
Bigram;otkazish kerak;1
Bigram;deb hisoblasangiz;1
Bigram;hisoblasangiz mayli;1
Bigram;mayli maktabga;1
Bigram;maktabga ketganimdan;1
Bigram;ketganimdan keyin;1
Bigram;keyin otkazing;1
Bigram;otkazing juda;1
Bigram;katta talab;1
Bigram;talab qoyib;1
Bigram;qoyib yuborgan;1
Bigram;yuborgan edim;1
Bigram;lekin xolam;1
Bigram;xolam avzoyini;1
Bigram;avzoyini sira;1
Bigram;sira ozgartirmadi;1
Bigram;ozgartirmadi kulimsirab;1
Bigram;kulimsirab turib;1
Bigram;turib lablarini;1
Bigram;lablarini qisdiyu;1
Bigram;qisdiyu oshkora;1
Bigram;oshkora bir;1
Bigram;bir mazax;1
Bigram;mazax bilan;1
Bigram;bilan fotiha;1
Bigram;fotiha oshida;1
Bigram;oshida sening;1
Bigram;sening orningga;1
Bigram;orningga boshqa;1
Bigram;boshqa birovni;1
Bigram;birovni vakil;1
Bigram;vakil qilib;1
Bigram;qilib qoyar;1
Bigram;qoyar ekanmizda;1
Bigram;ekanmizda togri;1
Bigram;togri nikohda;1
Bigram;nikohda shunday;1
Bigram;shunday lekin;1
Bigram;lekin fotihada;1
Bigram;fotihada hali;1
Bigram;hali bunday;1
Bigram;bunday odat;1
Bigram;odat chiqqani;1
Bigram;chiqqani yoq;1
Bigram;yoq qizim;1
Bigram;qizim munosib;1
Bigram;munosib javob;1
Bigram;javob bolmagani;1
Bigram;uchun erga;1
Bigram;erga qarab;1
Bigram;qarab turaverdim;1
Bigram;turaverdim xolam;1
Bigram;xolam oladigan;1
Bigram;oladigan sabogimning;1
Bigram;sabogimning zahrini;1
Bigram;zahrini yumshatish;1
Bigram;yumshatish niyatida;1
Bigram;niyatida bir;1
Bigram;bir qoli;1
Bigram;bilan belimdan;1
Bigram;belimdan ushladi;1
Bigram;ushladi ikkinchisi;1
Bigram;ikkinchisi bilan;1
Bigram;bilan betimni;1
Bigram;betimni sochlarimni;1
Bigram;sochlarimni peshonamni;1
Bigram;peshonamni silab;1
Bigram;turib farida;1
Bigram;farida aylanay;1
Bigram;aylanay endi;1
Bigram;endi bolalikni;1
Bigram;bolalikni tashlash;1
Bigram;tashlash payti;1
Bigram;payti keldi;1
Bigram;keldi dedi;1
Bigram;dedi endi;1
Bigram;endi sening;1
Bigram;sening xolanggina;1
Bigram;xolanggina emas;1
Bigram;emas onang;1
Bigram;onang hamman;1
Bigram;hamman bundan;1
Bigram;bundan juda;1
Bigram;juda xursand;1
Bigram;xursand ekanligimni;1
Bigram;ekanligimni aytib;1
Bigram;aytib otirishning;1
Bigram;otirishning hojati;1
Bigram;hojati bolmasa;1
Bigram;kerak sen;1
Bigram;sen komron;1
Bigram;komron uchun;1
Bigram;uchun xulqatvori;1
Bigram;xulqatvori bizga;1
Bigram;bizga malum;1
Bigram;malum bolmagan;1
Bigram;bolmagan har;1
Bigram;qanday yot;1
Bigram;yot qizdan;1
Bigram;qizdan ming;1
Bigram;ming chandon;1
Bigram;chandon alosan;1
Bigram;alosan faqat;1
Bigram;faqat faqat;1
Bigram;faqat bir;1
Bigram;oz havoyisan;1
Bigram;havoyisan bolalik;1
Bigram;bolalik choglarda;1
Bigram;choglarda buning;1
Bigram;buning unchalik;1
Bigram;unchalik zarari;1
Bigram;zarari yoqdir;1
Bigram;yoqdir lekin;1
Bigram;lekin kun;1
Bigram;sayin osyapsan;1
Bigram;osyapsan osgan;1
Bigram;osgan saring;1
Bigram;saring albatta;1
Bigram;albatta aqling;1
Bigram;aqling ham;1
Bigram;ham oshadi;1
Bigram;oshadi ozing;1
Bigram;ham ogirbosiq;1
Bigram;ogirbosiq bolasan;1
Bigram;bolasan maktabingni;1
Bigram;maktabingni bitirib;1
Bigram;bitirib uylangunlaringcha;1
Bigram;uylangunlaringcha ehha;1
Bigram;ehha hali;1
Bigram;tort yil;1
Bigram;bor ozmuncha;1
Bigram;ozmuncha vaqtmi;1
Bigram;vaqtmi shunday;1
Bigram;ham sen;1
Bigram;sen unashilgan;1
Bigram;unashilgan qizsan;1
Bigram;qizsan nima;1
Bigram;nima demoqchiligimni;1
Bigram;demoqchiligimni qaydam;1
Bigram;qaydam anglata;1
Bigram;anglata oldimmi;1
Bigram;oldimmi ogirvazmin;1
Bigram;ogirvazmin jiddiy;1
Bigram;jiddiy bolishing;1
Bigram;bolishing kerak;1
Bigram;kerak bolalikka;1
Bigram;bolalikka shoxlikka;1
Bigram;shoxlikka ojarlikka;1
Bigram;ojarlikka xotima;1
Bigram;xotima ber;1
Bigram;ber komronning;1
Bigram;komronning qanchalik;1
Bigram;qanchalik muloyimligini;1
Bigram;muloyimligini tabiati;1
Bigram;tabiati hissi;1
Bigram;hissi qanchalik;1
Bigram;qanchalik nozikligini;1
Bigram;nozikligini bilasan;1
Bigram;bilasan har;1
Bigram;bir sozi;1
Bigram;sozi qulogimda;1
Bigram;qulogimda qolgan;1
Bigram;qolgan bu;1
Bigram;bu ogitda;1
Bigram;ogitda haqiqatan;1
Bigram;haqiqatan ham;1
Bigram;ham yoqibkuydiradigan;1
Bigram;yoqibkuydiradigan biror;1
Bigram;biror narsa;1
Bigram;narsa bormidi;1
Bigram;bormidi buni;1
Bigram;buni shu;1
Bigram;shu bugun;1
Bigram;bugun anglab;1
Bigram;anglab turganim;1
Bigram;turganim yoq;1
Bigram;yoq lekin;1
Bigram;lekin nima;1
Bigram;qilay xolam;1
Bigram;meni ogli;1
Bigram;ogli uchun;1
Bigram;oz kamsitayotganligini;1
Bigram;kamsitayotganligini sezib;1
Bigram;sezib turgan;1
Bigram;turgan edim;1
Bigram;edim ogitlarining;1
Bigram;ogitlarining qanday;1
Bigram;qanday tasir;1
Bigram;tasir qilganligini;1
Bigram;qilganligini bilmoqchi;1
Bigram;bilmoqchi bolganday;1
Bigram;bolganday endi;1
Bigram;endi pisanda;1
Bigram;pisanda qilib;1
Bigram;qilib olishdik;1
Bigram;olishdik shundaymi;1
Bigram;shundaymi farida;1
Bigram;dedi qarindoshurugni;1
Bigram;qarindoshurugni birikkita;1
Bigram;birikkita yordostlarni;1
Bigram;yordostlarni chaqirib;1
Bigram;chaqirib fotiha;1
Bigram;fotiha toyi;1
Bigram;toyi qilamiz;1
Bigram;qilamiz ozimni;1
Bigram;ozimni gullar;1
Bigram;gullar bezaklar;1
Bigram;bezaklar bilan;1
Bigram;bilan yasatilgan;1
Bigram;yasatilgan stol;1
Bigram;stol oldida;1
Bigram;oldida hozirgacha;1
Bigram;hozirgacha men;1
Bigram;hech taqib;1
Bigram;taqib kormagan;1
Bigram;kormagan bezakda;1
Bigram;bezakda butunlay;1
Bigram;butunlay boshqa;1
Bigram;boshqa sochlar;1
Bigram;sochlar boshqa;1
Bigram;boshqa chehrada;1
Bigram;chehrada uning;1
Bigram;uning yonida;1
Bigram;yonida otirgandek;1
Bigram;otirgandek kordim;1
Bigram;kordim hammaning;1
Bigram;hammaning kozi;1
Bigram;kozi bizda;1
Bigram;bizda birdan;1
Bigram;birdan titrab;1
Bigram;titrab tipirchilab;1
Bigram;tipirchilab qichqirdim;1
Bigram;qichqirdim yoq;1
Bigram;yoq bolmaydi;1
Bigram;bolmaydi xola;1
Bigram;xola shu;1
Bigram;shu faryod;1
Bigram;faryod bilan;1
Bigram;bilan yugurib;1
Bigram;yugurib chiqib;1
Bigram;shu kunlarda;1
Bigram;kunlarda men;1
Bigram;uchun opadan;1
Bigram;opadan ortiq;1
Bigram;ortiq bir;1
Bigram;narsa ona;1
Bigram;ona darajasida;1
Bigram;darajasida edi;1
Bigram;edi kechalari;1
Bigram;kechalari yotogimizda;1
Bigram;yotogimizda yolgiz;1
Bigram;qolgan kezlarim;1
Bigram;kezlarim chiroqni;1
Bigram;chiroqni ochiramanda;1
Bigram;ochiramanda uning;1
Bigram;uning kechinmalardan;1
Bigram;kechinmalardan ozgan;1
Bigram;ozgan vujudini;1
Bigram;vujudini quchoqlayman;1
Bigram;quchoqlayman javob;1
Bigram;javob bermasin;1
Bigram;bermasin deb;1
Bigram;deb ogzini;1
Bigram;ogzini qolim;1
Bigram;qolim bilan;1
Bigram;bilan tosib;1
Bigram;tosib yolvoraman;1
Bigram;yolvoraman dunyoda;1
Bigram;eng rahmim;1
Bigram;rahmim kelgan;1
Bigram;kelgan eng;1
Bigram;eng mazax;1
Bigram;mazax qilgan;1
Bigram;qilgan odamlarim;1
Bigram;odamlarim unashilgan;1
Bigram;unashilgan qizlar;1
Bigram;qizlar edi;1
Bigram;men oshalarning;1
Bigram;oshalarning biri;1
Bigram;biri bolib;1
Bigram;bolib qoldim;1
Bigram;qoldim ularga;1
Bigram;ularga yalin;1
Bigram;yalin hech;1
Bigram;kim meni;1
Bigram;meni unashilgan;1
Bigram;unashilgan qiz;1
Bigram;qiz demasin;1
Bigram;demasin uyalaman;1
Bigram;uyalaman qorqaman;1
Bigram;qorqaman men;1
Bigram;hali yosh;1
Bigram;yosh bolaman;1
Bigram;bolaman oldimizda;1
Bigram;oldimizda hali;1
Bigram;tort uzun;1
Bigram;uzun yil;1
Bigram;bor ungacha;1
Bigram;ungacha katta;1
Bigram;katta bolaman;1
Bigram;bolaman konikaman;1
Bigram;konikaman menga;1
Bigram;kim unashilgan;1
Bigram;unashilgan qizga;1
Bigram;qilinadigan muomalani;1
Bigram;muomalani qilmasin;1
Bigram;qilmasin nihoyat;1
Bigram;nihoyat mujgon;1
Bigram;mujgon ogzini;1
Bigram;ogzini qolimdan;1
Bigram;qolimdan boshatdi;1
Bigram;boshatdi xop;1
Bigram;xop dedi;1
Bigram;lekin bir;1
Bigram;bir shart;1
Bigram;shart bilan;1
Bigram;bilan avvalo;1
Bigram;avvalo men;1
Bigram;bilan bogishmaysan;1
Bigram;bogishmaysan qolaversa;1
Bigram;qolaversa uni;1
Bigram;uni yaxshi;1
Bigram;yaxshi korganingni;1
Bigram;korganingni faqat;1
Bigram;faqat ozimga;1
Bigram;ozimga faqat;1
Bigram;faqat ozimgagina;1
Bigram;ozimgagina yana;1
Bigram;marta aytasan;1
Bigram;aytasan shu;1
Bigram;dam yuzimni;1
Bigram;yuzimni mujgonning;1
Bigram;mujgonning bagriga;1
Bigram;bosib boshim;1
Bigram;boshim bilan;1
Bigram;bilan ustmaust;1
Bigram;ustmaust bir;1
Bigram;necha marta;1
Bigram;marta ha;1
Bigram;ha ishorasini;1
Bigram;ishorasini qildim;1
Bigram;qildim mujgon;1
Bigram;mujgon vadasida;1
Bigram;vadasida turdi;1
Bigram;turdi uydagilar;1
Bigram;uydagilar ham;1
Bigram;ham tashqaridagilar;1
Bigram;tashqaridagilar ham;1
Bigram;ham unashilganimni;1
Bigram;unashilganimni betimga;1
Bigram;betimga solmas;1
Bigram;solmas edi;1
Bigram;edi tishimga;1
Bigram;tishimga tegadigan;1
Bigram;tegadigan chiqib;1
Bigram;qolsa yaxshilab;1
Bigram;yaxshilab tazirini;1
Bigram;tazirini olar;1
Bigram;olar darhol;1
Bigram;darhol nafasi;1
Bigram;nafasi ichiga;1
Bigram;ichiga tushib;1
Bigram;tushib ketardi;1
Bigram;ketardi hatto;1
Bigram;hatto shulardan;1
Bigram;biri bir;1
Bigram;kuni ogziga;1
Bigram;ogziga engilgina;1
Bigram;engilgina shapati;1
Bigram;shapati ham;1
Bigram;ham edi;1
Bigram;xayriyatki begona;1
Bigram;begona emas;1
Bigram;emas bolamning;1
Bigram;bolamning ozginasi;1
Bigram;ozginasi men;1
Bigram;uni shapatilashga;1
Bigram;shapatilashga tamom;1
Bigram;tamom haqli;1
Bigram;haqli edim;1
Bigram;lekin xudo;1
Bigram;xudo saqladi;1
Bigram;saqladi basima;1
Bigram;xolam bilib;1
Bigram;bilib qolguday;1
Bigram;qolguday bolsa;1
Bigram;bolsa kim;1
Bigram;biladi boshimga;1
Bigram;boshimga nima;1
Bigram;nima oyinlar;1
Bigram;oyinlar solardi;1
Bigram;solardi ekan;1
Bigram;ekan shunday;1
Bigram;hamki ozimni;1
Bigram;ozimni chorbog;1
Bigram;chorbog ichra;1
Bigram;ichra rohatda;1
Bigram;rohatda sezmasdim;1
Bigram;sezmasdim masalan;1
Bigram;masalan mavqeim;1
Bigram;mavqeim ortgani;1
Bigram;ortgani uchun;1
Bigram;uchun kunlardan;1
Bigram;kunlardan bir;1
Bigram;kuni meni;1
Bigram;meni izzatli;1
Bigram;izzatli xonalarning;1
Bigram;xonalarning biriga;1
Bigram;biriga kochirishdi;1
Bigram;kochirishdi pardalarimni;1
Bigram;pardalarimni karavotimni;1
Bigram;karavotimni javonimni;1
Bigram;javonimni ozgartirishdi;1
Bigram;ozgartirishdi men;1
Bigram;ham tabiiy;1
Bigram;tabiiy bularning;1
Bigram;bularning sababini;1
Bigram;sababini sorashga;1
Bigram;sorashga botinolmadim;1
Bigram;botinolmadim bir;1
Bigram;kuni aravaga;1
Bigram;aravaga tushib;1
Bigram;tushib merdivon;1
Bigram;merdivon qishlogidagi;1
Bigram;qishlogidagi toyga;1
Bigram;toyga ketayotgan;1
Bigram;ketayotgan edik;1
Bigram;edik aravada;1
Bigram;aravada odam;1
Bigram;odam kop;1
Bigram;kop ekan;1
Bigram;ekan joy;1
Bigram;joy topolmay;1
Bigram;topolmay aravakashning;1
Bigram;aravakashning yoniga;1
Bigram;yoniga chiqib;1
Bigram;chiqib ola;1
Bigram;ola qolay;1
Bigram;qolay dedim;1
Bigram;dedim odamlar;1
Bigram;odamlar qahqah;1
Bigram;qahqah urib;1
Bigram;kulib yuborishdi;1
Bigram;yuborishdi men;1
Bigram;men qizarib;1
Bigram;qizarib sekin;1
Bigram;sekin aravaga;1
Bigram;aravaga chiqib;1
Bigram;chiqib oldim;1
Bigram;oldim eski;1
Bigram;eski odatimni;1
Bigram;odatimni qilib;1
Bigram;qilib oshxonadan;1
Bigram;oshxonadan qoqi;1
Bigram;qoqi mevacheva;1
Bigram;mevacheva ogirlagani;1
Bigram;ogirlagani kirganimda;1
Bigram;kirganimda muttaham;1
Bigram;muttaham oshpaz;1
Bigram;oshpaz konglingiz;1
Bigram;konglingiz xohlaganini;1
Bigram;xohlaganini aytavering;1
Bigram;aytavering kichik;1
Bigram;kichik xonim;1
Bigram;xonim sizning;1
Bigram;sizning zoti;1
Bigram;zoti oliyangizga;1
Bigram;oliyangizga ogirlik;1
Bigram;ogirlik yarashmaydi;1
Bigram;yarashmaydi deb;1
Bigram;deb men;1
Bigram;bilan hazillashardi;1
Bigram;hazillashardi menga;1
Bigram;kim bir;1
Bigram;nima demagan;1
Bigram;demagan bolsa;1
Bigram;ham kochadan;1
Bigram;kochadan biron;1
Bigram;biron bolani;1
Bigram;bolani chaqirib;1
Bigram;chaqirib kirishga;1
Bigram;kirishga yuragim;1
Bigram;yuragim betlamas;1
Bigram;betlamas edi;1
Bigram;faqat tishni;1
Bigram;tishni tishga;1
Bigram;tishga qoyish;1
Bigram;qoyish hammasiga;1
Bigram;hammasiga chidash;1
Bigram;chidash kerak;1
Bigram;lekin bular;1
Bigram;bular orasida;1
Bigram;orasida eng;1
Bigram;eng chidab;1
Bigram;chidab bolmaydigani;1
Bigram;bolmaydigani komron;1
Bigram;komron edi;1
Bigram;edi chorbogdagi;1
Bigram;chorbogdagi songgi;1
Bigram;songgi kunlarim;1
Bigram;kunlarim u;1
Bigram;bilan bekinmachoq;1
Bigram;bekinmachoq oynash;1
Bigram;oynash bilan;1
Bigram;bilan otdi;1
Bigram;otdi desam;1
Bigram;boladi u;1
Bigram;u meni;1
Bigram;meni xoli;1
Bigram;xoli topish;1
Bigram;topish paytini;1
Bigram;paytini izlab;1
Bigram;izlab yurardi;1
Bigram;yurardi men;1
Bigram;esam butun;1
Bigram;butun shaytonligimni;1
Bigram;shaytonligimni ishlatib;1
Bigram;ishlatib biror;1
Bigram;biror erda;1
Bigram;erda tanho;1
Bigram;tanho uchramaslikka;1
Bigram;uchramaslikka harakat;1
Bigram;harakat qilardim;1
Bigram;qilardim gohi;1
Bigram;gohi mahallar;1
Bigram;mahallar birga;1
Bigram;birga sayr;1
Bigram;sayr etaylik;1
Bigram;etaylik deb;1
Bigram;deb taklif;1
Bigram;taklif qilgan;1
Bigram;qilgan aravasiga;1
Bigram;aravasiga yaqinlashmas;1
Bigram;yaqinlashmas hech;1
Bigram;hech holijonimga;1
Bigram;holijonimga qoymay;1
Bigram;qoymay turib;1
Bigram;turib olsa;1
Bigram;olsa yonimizga;1
Bigram;yonimizga mujgondan;1
Bigram;mujgondan boshqa;1
Bigram;biron kishini;1
Bigram;kishini olardimda;1
Bigram;olardimda yol;1
Bigram;yol boyi;1
Bigram;boyi osha;1
Bigram;osha bilan;1
Bigram;bilan tinmay;1
Bigram;tinmay gaplashib;1
Bigram;gaplashib ketar;1
Bigram;edim mujgondan;1
Bigram;mujgondan boshqasini;1
Bigram;boshqasini dedim;1
Bigram;dedim ha;1
Bigram;ha mujgonning;1
Bigram;mujgonning meni;1
Bigram;meni u;1
Bigram;bilan qoldirib;1
Bigram;qoldirib qochmasligiga;1
Bigram;qochmasligiga yoki;1
Bigram;yoki orinsiz;1
Bigram;orinsiz bemazagarchiliklar;1
Bigram;bemazagarchiliklar qilmasligiga;1
Bigram;qilmasligiga ishonchim;1
Bigram;ishonchim yoq;1
Bigram;kuni komron;1
Bigram;komron bilasanmi;1
Bigram;bilasanmi farida;1
Bigram;farida mening;1
Bigram;mening baxtimni;1
Bigram;baxtimni qaro;1
Bigram;qaro qilyapsan;1
Bigram;qilyapsan dedi;1
Bigram;tutolmay halitdana;1
Bigram;halitdana dedim;1
Bigram;bu savolni;1
Bigram;savolni shu;1
Bigram;qadar qiziq;1
Bigram;qiziq sorabmanki;1
Bigram;sorabmanki ikkovimiz;1
Bigram;yubordik mujgonga;1
Bigram;mujgonga aytgan;1
Bigram;aytgan sozingni;1
Bigram;sozingni oz;1
Bigram;ogzingdan ham;1
Bigram;bir eshitishni;1
Bigram;eshitishni istar;1
Bigram;istar edim;1
Bigram;edim bunga;1
Bigram;bunga haqqim;1
Bigram;haqqim bolsa;1
Bigram;oylayman dedi;1
Bigram;mujgonga nima;1
Bigram;nima deganim;1
Bigram;deganim esimda;1
Bigram;esimda yoqday;1
Bigram;yoqday yolgondan;1
Bigram;yolgondan kozlarimni;1
Bigram;kozlarimni osmonga;1
Bigram;osmonga kotardim;1
Bigram;kotardim oylandim;1
Bigram;oylandim keyin;1
Bigram;keyin ha;1
Bigram;ha dedim;1
Bigram;dedim ammo;1
Bigram;ammo mujgon;1
Bigram;mujgon qiz;1
Bigram;qiz bola;1
Bigram;bola joriyangiz;1
Bigram;joriyangiz ham;1
Bigram;ham oylaymanki;1
Bigram;oylaymanki shunday;1
Bigram;shunday ortamizda;1
Bigram;ortamizda otgan;1
Bigram;otgan har;1
Bigram;narsa har;1
Bigram;har kimga;1
Bigram;kimga aytilmaydi;1
Bigram;men har;1
Bigram;har kimmanmi;1
Bigram;kimmanmi yanglish;1
Bigram;yanglish tushunmangiz;1
Bigram;tushunmangiz ruxsoringiz;1
Bigram;ruxsoringiz bir;1
Bigram;oz xotin;1
Bigram;xotin kishinikiga;1
Bigram;kishinikiga oxshasa;1
Bigram;oxshasa hamki;1
Bigram;hamki erkaksiz;1
Bigram;erkaksiz demak;1
Bigram;demak qiz;1
Bigram;qiz ortoqqa;1
Bigram;ortoqqa aytiladigan;1
Bigram;aytiladigan har;1
Bigram;narsa erkak;1
Bigram;erkak kishiga;1
Bigram;kishiga aytilmaydi;1
Bigram;men unashilgan;1
Bigram;unashilgan kishing;1
Bigram;kishing emasmanmi;1
Bigram;emasmanmi endi;1
Bigram;endi aytmasak;1
Bigram;aytmasak bolmaydiganga;1
Bigram;bolmaydiganga oxshaydi;1
Bigram;oxshaydi bilasizki;1
Bigram;bilasizki men;1
Bigram;sozni yoqtirmayman;1
Bigram;yoqtirmayman ana;1
Bigram;ana kordingmi;1
Bigram;kordingmi ozimni;1
Bigram;ozimni baxtsiz;1
Bigram;baxtsiz deb;1
Bigram;deb togri;1
Bigram;togri aytgan;1
Bigram;aytgan ekanman;1
Bigram;ekanman balki;1
Bigram;balki yana;1
Bigram;yana ogzimga;1
Bigram;ogzimga urarsan;1
Bigram;urarsan deb;1
Bigram;deb bu;1
Bigram;sozni aytishga;1
Bigram;aytishga jasorat;1
Bigram;jasorat etolmayman;1
Bigram;etolmayman lekin;1
Bigram;lekin senga;1
Bigram;senga nisbatan;1
Bigram;konglimda shunday;1
Bigram;shunday bir;1
Bigram;bir tuygu;1
Bigram;tuygu borki;1
Bigram;borki necha;1
Bigram;necha vaqtlardan;1
Bigram;vaqtlardan beri;1
Bigram;beri tutqich;1
Bigram;tutqich bermayotgan;1
Bigram;bermayotgan qopqonimga;1
Bigram;qopqonimga ilinish;1
Bigram;ilinish ustida;1
Bigram;ustida ekanimni;1
Bigram;ekanimni angladim;1
Bigram;angladim gapirsam;1
Bigram;gapirsam yo;1
Bigram;yo tovushim;1
Bigram;tovushim titrashi;1
Bigram;titrashi yo;1
Bigram;biron nojoya;1
Bigram;nojoya ish;1
Bigram;ish qilib;1
Bigram;mumkin komronning;1
Bigram;komronning sozini;1
Bigram;sozini ogzida;1
Bigram;ogzida qoldirib;1
Bigram;qoldirib kochaga;1
Bigram;kochaga yugurganimcha;1
Bigram;yugurganimcha chiqib;1
Bigram;ham orqamdan;1
Bigram;orqamdan yugurib;1
Bigram;yugurib kelyapti;1
Bigram;oylagan edi;1
Bigram;lekin sharpasi;1
Bigram;sharpasi eshitilmagandan;1
Bigram;eshitilmagandan keyin;1
Bigram;keyin sekinlashdim;1
Bigram;sekinlashdim bir;1
Bigram;esa yolini;1
Bigram;yolini qilib;1
Bigram;qilib orqamga;1
Bigram;orqamga qaradim;1
Bigram;qaradim u;1
Bigram;u daraxtlardan;1
Bigram;daraxtlardan birining;1
Bigram;birining tagidagi;1
Bigram;tagidagi qamish;1
Bigram;qamish kursida;1
Bigram;kursida otirgan;1
Bigram;otirgan edi;1
Bigram;edi ozozimga;1
Bigram;ozozimga yaxshi;1
Bigram;yaxshi ish;1
Bigram;ish qilmadimda;1
Bigram;qilmadimda dedim;1
Bigram;komron shu;1
Bigram;shu chog;1
Bigram;chog menga;1
Bigram;menga qarasa;1
Bigram;qarasa pushaymon;1
Bigram;pushaymon bolganimni;1
Bigram;bolganimni korardiyu;1
Bigram;korardiyu yonimga;1
Bigram;yonimga kelardi;1
Bigram;kelardi deb;1
Bigram;oylayman kelganda;1
Bigram;kelganda rosti;1
Bigram;rosti men;1
Bigram;ham qochmas;1
Bigram;qochmas edim;1
Bigram;edim bolamning;1
Bigram;bolamning otirishida;1
Bigram;otirishida chindan;1
Bigram;ham baxti;1
Bigram;baxti qaro;1
Bigram;qaro bolgan;1
Bigram;bolgan kishining;1
Bigram;kishining avzoyi;1
Bigram;avzoyi bor;1
Bigram;edi ozimga;1
Bigram;ozimga dalda;1
Bigram;dalda berish;1
Bigram;berish uchun;1
Bigram;uchun sozlay;1
Bigram;sozlay boshladim;1
Bigram;boshladim yigit;1
Bigram;yigit olgur;1
Bigram;olgur sariq;1
Bigram;sariq chayon;1
Bigram;chayon shu;1
Bigram;shu bogda;1
Bigram;bogda baxtiyor;1
Bigram;baxtiyor tulning;1
Bigram;tulning etagi;1
Bigram;etagi orqasidan;1
Bigram;orqasidan qanchalik;1
Bigram;qanchalik yugurganingni;1
Bigram;yugurganingni esimdan;1
Bigram;esimdan chiqarganim;1
Bigram;chiqarganim yoq;1
Bigram;yoq ajab;1
Bigram;ajab qildim;1
Bigram;qildim tatilning;1
Bigram;tatilning songgi;1
Bigram;songgi kunlarida;1
Bigram;kunlarida boshimga;1
Bigram;boshimga tushgan;1
Bigram;tushgan savdoni;1
Bigram;savdoni ham;1
Bigram;ham aytmasdan;1
Bigram;aytmasdan otolmayman;1
Bigram;otolmayman bir;1
Bigram;kuni ong;1
Bigram;ong qolimning;1
Bigram;qolimning barmogini;1
Bigram;barmogini kattakon;1
Bigram;kattakon latta;1
Bigram;boglab olganimni;1
Bigram;olganimni chorbogdagilar;1
Bigram;chorbogdagilar korib;1
Bigram;korib qolishdi;1
Bigram;qolishdi sababini;1
Bigram;sababini soraganlarga;1
Bigram;soraganlarga hechqisi;1
Bigram;hechqisi yoq;1
Bigram;yoq jindek;1
Bigram;jindek erini;1
Bigram;erini tilib;1
Bigram;tilib oldim;1
Bigram;oldim tuzalib;1
Bigram;tuzalib ketadi;1
Bigram;ketadi dedim;1
Bigram;dedim xolam;1
Bigram;xolam yarani;1
Bigram;yarani ojarlik;1
Bigram;bilan yashirganimni;1
Bigram;yashirganimni sezib;1
Bigram;sezib yana;1
Bigram;bir balo;1
Bigram;balo qilgansanda;1
Bigram;qilgansanda yomondirki;1
Bigram;yomondirki yashirasan;1
Bigram;yashirasan doktorga;1
Bigram;doktorga korsataylik;1
Bigram;korsataylik keyin;1
Bigram;keyin boshimga;1
Bigram;boshimga balo;1
Bigram;balo bolmasin;1
Bigram;bolmasin dedi;1
Bigram;dedi voqea;1
Bigram;voqea bunday;1
Bigram;bunday bolgan;1
Bigram;kuni xolam;1
Bigram;meni yotoqxona;1
Bigram;yotoqxona javonidan;1
Bigram;javonidan bitta;1
Bigram;bitta romolcha;1
Bigram;romolcha olib;1
Bigram;olib chiqqani;1
Bigram;chiqqani yubordi;1
Bigram;yubordi javon;1
Bigram;javon tortmalaridan;1
Bigram;tortmalaridan birida;1
Bigram;birida moviy;1
Bigram;moviy baxmal;1
Bigram;baxmal qoplangan;1
Bigram;qoplangan bitta;1
Bigram;bitta quticha;1
Bigram;quticha korib;1
Bigram;qoldim undan;1
Bigram;undan unashilganim;1
Bigram;unashilganim belgisi;1
Bigram;belgisi qilib;1
Bigram;qilib olingan;1
Bigram;olingan uzuk;1
Bigram;uzuk chiqdi;1
Bigram;chiqdi oshani;1
Bigram;oshani barmogimga;1
Bigram;barmogimga taqib;1
Bigram;taqib korgim;1
Bigram;korgim keldi;1
Bigram;keldi taqdim;1
Bigram;taqdim ham;1
Bigram;bu havas;1
